week_start,week,country,iso3,new_confirmed_cases,new_deaths,perc_change_conf_cases,perc_change_deaths
2022-10-15,42,Mexico,MEX,321,0,79.32960893854748,NA
2022-10-22,43,Mexico,MEX,186,0,-42.056074766355145,NA
2022-10-29,44,Mexico,MEX,247,0,32.79569892473118,NA
2022-11-05,45,Mexico,MEX,106,4,-57.08502024291497,NA
2022-11-12,46,Mexico,MEX,138,0,30.188679245283012,NA
2022-11-19,47,Mexico,MEX,147,0,6.521739130434789,NA
2022-11-26,48,Mexico,MEX,70,0,-52.38095238095239,NA
2022-12-03,49,Mexico,MEX,93,0,32.857142857142854,NA
2022-12-10,50,Mexico,MEX,54,0,-41.93548387096774,NA
2022-12-17,51,Mexico,MEX,0,0,NA,NA
2022-12-24,52,Mexico,MEX,128,0,NA,NA
2022-12-31,1,Mexico,MEX,0,0,NA,NA
2023-01-07,2,Mexico,MEX,59,0,NA,NA
2023-01-14,3,Mexico,MEX,0,0,NA,NA
2023-01-21,4,Mexico,MEX,72,0,NA,NA
2023-01-28,5,Mexico,MEX,0,0,NA,NA
2023-02-04,6,Mexico,MEX,60,0,NA,NA
2023-02-11,7,Mexico,MEX,0,0,NA,NA
2023-02-18,8,Mexico,MEX,49,0,NA,NA
2023-02-25,9,Mexico,MEX,0,0,NA,NA
2023-03-04,10,Mexico,MEX,51,0,NA,NA
2023-03-11,11,Mexico,MEX,0,0,NA,NA
2023-03-18,12,Mexico,MEX,9,0,NA,NA
2023-03-25,13,Mexico,MEX,0,0,NA,NA
2023-04-01,14,Mexico,MEX,19,1,NA,NA
2023-04-08,15,Mexico,MEX,0,0,NA,NA
2023-04-15,16,Mexico,MEX,9,9,NA,NA
2023-04-22,17,Mexico,MEX,0,0,NA,NA
2023-04-29,18,Mexico,MEX,45,12,NA,NA
2023-05-06,19,Mexico,MEX,0,0,NA,NA
2023-05-13,20,Mexico,MEX,7,0,NA,NA
2023-05-20,21,Mexico,MEX,0,0,NA,NA
2023-05-27,22,Mexico,MEX,3,3,NA,NA
2023-06-03,23,Mexico,MEX,0,0,NA,NA
2023-06-10,24,Mexico,MEX,6,0,NA,NA
2023-06-17,25,Mexico,MEX,0,0,NA,NA
2023-06-24,26,Mexico,MEX,5,1,NA,NA
2023-07-01,27,Mexico,MEX,0,0,NA,NA
2023-07-08,28,Mexico,MEX,0,0,NA,NA
2023-07-15,29,Mexico,MEX,8,0,NA,NA
2022-06-25,26,Peru,PER,3,0,NA,NA
2022-07-02,27,Peru,PER,15,0,400,NA
2022-07-09,28,Peru,PER,37,0,146.66666666666669,NA
2022-07-16,29,Peru,PER,88,0,137.83783783783784,NA
2022-07-23,30,Peru,PER,126,0,43.18181818181819,NA
2022-07-30,31,Peru,PER,71,0,-43.65079365079365,NA
2022-08-06,32,Peru,PER,313,0,340.8450704225352,NA
2022-08-13,33,Peru,PER,284,0,-9.26517571884984,NA
2022-08-20,34,Peru,PER,363,0,27.8169014084507,NA
2022-08-27,35,Peru,PER,246,0,-32.231404958677686,NA
2022-09-03,36,Peru,PER,262,0,6.5040650406503975,NA
2022-09-10,37,Peru,PER,246,0,-6.106870229007633,NA
2022-09-17,38,Peru,PER,257,0,4.471544715447151,NA
2022-09-24,39,Peru,PER,210,0,-18.287937743190664,NA
2022-10-01,40,Peru,PER,66,0,-68.57142857142857,NA
2022-10-08,41,Peru,PER,198,0,200,NA
2022-10-15,42,Peru,PER,157,0,-20.707070707070706,NA
2022-10-22,43,Peru,PER,106,0,-32.484076433121025,NA
2022-10-29,44,Peru,PER,156,0,47.169811320754704,NA
2022-11-05,45,Peru,PER,95,0,-39.10256410256411,NA
2022-11-12,46,Peru,PER,60,0,-36.8421052631579,NA
2022-11-19,47,Peru,PER,85,0,41.66666666666667,NA
2022-11-26,48,Peru,PER,64,0,-24.705882352941178,NA
2022-12-03,49,Peru,PER,58,0,-9.375,NA
2022-12-10,50,Peru,PER,21,0,-63.793103448275865,NA
2022-12-17,51,Peru,PER,42,5,100,NA
2022-12-24,52,Peru,PER,14,3,-66.66666666666667,-40
2022-12-31,1,Peru,PER,40,0,185.71428571428572,NA
2023-01-07,2,Peru,PER,15,4,-62.5,NA
2023-01-14,3,Peru,PER,18,0,19.999999999999996,NA
2023-01-21,4,Peru,PER,7,3,-61.111111111111114,NA
2023-01-28,5,Peru,PER,4,0,-42.85714285714286,NA
2023-02-04,6,Peru,PER,10,1,150,NA
2023-02-11,7,Peru,PER,15,-1,50,-100
2023-02-18,8,Peru,PER,0,0,NA,100
2023-02-25,9,Peru,PER,14,2,NA,NA
2023-03-04,10,Peru,PER,8,3,-42.85714285714286,50
2023-03-11,11,Peru,PER,2,0,-75,NA
2023-03-18,12,Peru,PER,9,0,350,NA
2023-03-25,13,Peru,PER,0,0,NA,NA
2023-04-01,14,Peru,PER,0,0,NA,NA
2023-04-08,15,Peru,PER,15,0,NA,NA
2023-04-15,16,Peru,PER,0,0,NA,NA
2023-04-22,17,Peru,PER,0,0,NA,NA
2023-04-29,18,Peru,PER,0,0,NA,NA
2023-05-06,19,Peru,PER,0,0,NA,NA
2023-05-13,20,Peru,PER,0,0,NA,NA
2023-05-20,21,Peru,PER,0,0,NA,NA
2023-05-27,22,Peru,PER,0,0,NA,NA
2023-06-03,23,Peru,PER,0,0,NA,NA
2023-06-10,24,Peru,PER,0,0,NA,NA
2023-06-17,25,Peru,PER,0,0,NA,NA
2023-06-24,26,Peru,PER,12,0,NA,NA
2023-07-01,27,Peru,PER,0,0,NA,NA
2023-07-08,28,Peru,PER,0,0,NA,NA
2023-07-15,29,Peru,PER,0,0,NA,NA
2022-05-14,20,Spain,ESP,23,0,NA,NA
2022-05-21,20,Spain,ESP,17,0,-26.086956521739136,NA
2022-05-28,22,Spain,ESP,146,0,758.8235294117646,NA
2022-06-04,23,Spain,ESP,73,0,-50,NA
2022-06-11,24,Spain,ESP,238,0,226.027397260274,NA
2022-06-18,25,Spain,ESP,239,0,0.42016806722688926,NA
2022-06-25,26,Spain,ESP,64,0,-73.22175732217573,NA
2022-07-02,27,Spain,ESP,677,0,957.8125,NA
2022-07-09,27,Spain,ESP,557,0,-17.725258493353024,NA
2022-07-09,28,Spain,ESP,413,0,-25.852782764811487,NA
2022-07-16,29,Spain,ESP,678,0,64.16464891041163,NA
2022-07-23,30,Spain,ESP,613,0,-9.587020648967549,NA
2022-07-30,31,Spain,ESP,839,2,36.86786296900488,NA
2022-08-06,32,Spain,ESP,693,0,-17.40166865315852,NA
2022-08-13,32,Spain,ESP,449,0,-35.20923520923521,NA
2022-08-13,33,Spain,ESP,73,0,-83.74164810690424,NA
2022-08-20,34,Spain,ESP,667,0,813.6986301369863,NA
2022-08-27,35,Spain,ESP,84,0,-87.40629685157421,NA
2022-09-03,35,Spain,ESP,102,0,21.42857142857142,NA
2022-09-03,36,Spain,ESP,104,0,1.9607843137254832,NA
2022-09-10,36,Spain,ESP,143,0,37.5,NA
2022-09-10,37,Spain,ESP,55,0,-61.53846153846154,NA
2022-09-17,38,Spain,ESP,136,0,147.27272727272725,NA
2022-09-24,39,Spain,ESP,105,0,-22.79411764705882,NA
2022-10-01,40,Spain,ESP,21,0,-80,NA
2022-10-08,41,Spain,ESP,30,0,42.85714285714286,NA
2022-10-15,42,Spain,ESP,38,0,26.66666666666666,NA
2022-10-22,43,Spain,ESP,40,0,5.263157894736836,NA
2022-10-29,44,Spain,ESP,19,0,-52.5,NA
2022-11-05,45,Spain,ESP,0,0,NA,NA
2022-11-12,45,Spain,ESP,41,0,NA,NA
2022-11-12,46,Spain,ESP,15,1,-63.41463414634146,NA
2022-11-19,47,Spain,ESP,13,0,-13.33333333333333,NA
2022-11-26,48,Spain,ESP,3,0,-76.92307692307692,NA
2022-12-03,49,Spain,ESP,4,0,33.33333333333333,NA
2022-12-10,50,Spain,ESP,4,0,0,NA
2022-12-17,51,Spain,ESP,80,0,1900,NA
2022-12-24,52,Spain,ESP,0,0,NA,NA
2022-12-31,1,Spain,ESP,4,0,NA,NA
2023-01-07,2,Spain,ESP,5,0,25,NA
2023-01-14,3,Spain,ESP,9,0,80,NA
2023-01-21,4,Spain,ESP,4,0,-55.55555555555556,NA
2023-01-28,5,Spain,ESP,10,0,150,NA
2023-02-04,6,Spain,ESP,5,0,-50,NA
2023-02-11,7,Spain,ESP,5,0,0,NA
2023-02-18,8,Spain,ESP,5,0,0,NA
2023-02-25,9,Spain,ESP,0,0,NA,NA
2023-03-04,9,Spain,ESP,0,0,NA,NA
2023-03-04,10,Spain,ESP,0,0,NA,NA
2023-03-11,11,Spain,ESP,3,0,NA,NA
2023-03-18,12,Spain,ESP,0,0,NA,NA
2023-03-25,13,Spain,ESP,0,0,NA,NA
2023-04-01,14,Spain,ESP,3,0,NA,NA
2023-04-08,15,Spain,ESP,0,0,NA,NA
2023-04-15,16,Spain,ESP,0,0,NA,NA
2023-04-22,17,Spain,ESP,0,0,NA,NA
2023-04-29,18,Spain,ESP,2,0,NA,NA
2023-05-06,19,Spain,ESP,0,0,NA,NA
2023-05-13,20,Spain,ESP,0,0,NA,NA
2023-05-20,21,Spain,ESP,0,0,NA,NA
2023-05-27,22,Spain,ESP,4,0,NA,NA
2023-06-03,23,Spain,ESP,4,0,0,NA
2023-06-10,24,Spain,ESP,0,0,NA,NA
2023-06-17,25,Spain,ESP,0,0,NA,NA
2023-06-24,26,Spain,ESP,0,0,NA,NA
2023-07-01,27,Spain,ESP,0,0,NA,NA
2023-07-08,28,Spain,ESP,0,0,NA,NA
2023-07-15,29,Spain,ESP,0,0,NA,NA
2022-05-07,18,The United Kingdom,GBR,1,0,NA,NA
2022-05-14,19,The United Kingdom,GBR,2,0,100,NA
2022-05-14,20,The United Kingdom,GBR,17,0,750,NA
2022-05-21,20,The United Kingdom,GBR,9,0,-47.05882352941176,NA
2022-05-21,21,The United Kingdom,GBR,77,0,755.5555555555555,NA
2022-05-28,22,The United Kingdom,GBR,119,0,54.54545454545454,NA
2022-06-04,23,The United Kingdom,GBR,141,0,18.487394957983195,NA
2022-06-11,24,The United Kingdom,GBR,208,0,47.51773049645389,NA
2022-06-18,25,The United Kingdom,GBR,336,0,61.53846153846154,NA
2022-06-25,26,The United Kingdom,GBR,325,0,-3.2738095238095233,NA
2022-07-02,27,The United Kingdom,GBR,116,0,-64.3076923076923,NA
2022-07-09,27,The United Kingdom,GBR,201,0,73.27586206896552,NA
2022-07-09,28,The United Kingdom,GBR,183,0,-8.955223880597018,NA
2022-07-16,29,The United Kingdom,GBR,402,0,119.67213114754101,NA
2022-07-23,30,The United Kingdom,GBR,295,0,-26.61691542288557,NA
2022-07-30,31,The United Kingdom,GBR,327,0,10.84745762711865,NA
2022-08-06,32,The United Kingdom,GBR,258,0,-21.100917431192656,NA
2022-08-13,32,The United Kingdom,GBR,20,0,-92.24806201550388,NA
2022-08-13,33,The United Kingdom,GBR,158,0,690,NA
2022-08-20,34,The United Kingdom,GBR,145,0,-8.227848101265822,NA
2022-08-27,35,The United Kingdom,GBR,73,0,-49.6551724137931,NA
2022-09-03,35,The United Kingdom,GBR,0,0,NA,NA
2022-09-03,36,The United Kingdom,GBR,71,0,NA,NA
2022-09-10,36,The United Kingdom,GBR,0,0,NA,NA
2022-09-10,37,The United Kingdom,GBR,68,0,NA,NA
2022-09-17,38,The United Kingdom,GBR,33,0,-51.470588235294116,NA
2022-09-24,39,The United Kingdom,GBR,50,0,51.515151515151516,NA
2022-10-01,40,The United Kingdom,GBR,19,0,-62,NA
2022-10-08,41,The United Kingdom,GBR,0,0,NA,NA
2022-10-15,42,The United Kingdom,GBR,32,0,NA,NA
2022-10-22,43,The United Kingdom,GBR,12,0,-62.5,NA
2022-10-29,44,The United Kingdom,GBR,3,0,-75,NA
2022-11-05,45,The United Kingdom,GBR,0,0,NA,NA
2022-11-12,45,The United Kingdom,GBR,2,0,NA,NA
2022-11-12,46,The United Kingdom,GBR,7,0,250,NA
2022-11-19,47,The United Kingdom,GBR,10,0,42.85714285714286,NA
2022-11-26,48,The United Kingdom,GBR,5,0,-50,NA
2022-12-03,49,The United Kingdom,GBR,5,0,0,NA
2022-12-10,50,The United Kingdom,GBR,0,0,NA,NA
2022-12-17,51,The United Kingdom,GBR,0,0,NA,NA
2022-12-24,52,The United Kingdom,GBR,0,0,NA,NA
2022-12-31,1,The United Kingdom,GBR,0,0,NA,NA
2023-01-07,2,The United Kingdom,GBR,0,0,NA,NA
2023-01-14,3,The United Kingdom,GBR,5,0,NA,NA
2023-01-21,4,The United Kingdom,GBR,0,0,NA,NA
2023-01-28,5,The United Kingdom,GBR,0,0,NA,NA
2023-02-04,6,The United Kingdom,GBR,0,0,NA,NA
2023-02-11,7,The United Kingdom,GBR,0,0,NA,NA
2023-02-18,8,The United Kingdom,GBR,0,0,NA,NA
2023-02-25,9,The United Kingdom,GBR,0,0,NA,NA
2023-03-04,9,The United Kingdom,GBR,3,0,NA,NA
2023-03-04,10,The United Kingdom,GBR,0,0,NA,NA
2023-03-11,11,The United Kingdom,GBR,0,0,NA,NA
2023-03-18,12,The United Kingdom,GBR,0,0,NA,NA
2023-03-25,13,The United Kingdom,GBR,0,0,NA,NA
2023-04-01,14,The United Kingdom,GBR,0,0,NA,NA
2023-04-08,15,The United Kingdom,GBR,3,0,NA,NA
2023-04-15,16,The United Kingdom,GBR,0,0,NA,NA
2023-04-22,17,The United Kingdom,GBR,0,0,NA,NA
2023-04-29,18,The United Kingdom,GBR,0,0,NA,NA
2023-05-06,19,The United Kingdom,GBR,0,0,NA,NA
2023-05-13,20,The United Kingdom,GBR,1,0,NA,NA
2023-05-20,21,The United Kingdom,GBR,0,0,NA,NA
2023-05-27,22,The United Kingdom,GBR,10,0,NA,NA
2023-06-03,23,The United Kingdom,GBR,1,0,-90,NA
2023-06-10,24,The United Kingdom,GBR,0,0,NA,NA
2023-06-17,25,The United Kingdom,GBR,0,0,NA,NA
2023-06-24,26,The United Kingdom,GBR,0,0,NA,NA
2023-07-01,27,The United Kingdom,GBR,8,0,NA,NA
2023-07-08,28,The United Kingdom,GBR,0,0,NA,NA
2023-07-15,29,The United Kingdom,GBR,0,0,NA,NA
2022-05-28,22,United States of America,USA,25,0,NA,NA
2022-06-04,23,United States of America,USA,24,0,-4.0000000000000036,NA
2022-06-11,24,United States of America,USA,64,0,166.66666666666666,NA
2022-06-18,25,United States of America,USA,86,0,34.375,NA
2022-06-25,26,United States of America,USA,197,0,129.06976744186048,NA
2022-07-02,27,United States of America,USA,303,0,53.807106598984774,NA
2022-07-09,28,United States of America,USA,767,0,153.13531353135312,NA
2022-07-16,29,United States of America,USA,1116,0,45.50195567144719,NA
2022-07-23,30,United States of America,USA,2315,0,107.43727598566308,NA
2022-07-30,31,United States of America,USA,2613,0,12.872570194384458,NA
2022-08-06,32,United States of America,USA,3215,0,23.038652889399145,NA
2022-08-13,33,United States of America,USA,3324,0,3.390357698289259,NA
2022-08-20,34,United States of America,USA,2916,0,-12.274368231046928,NA
2022-08-27,35,United States of America,USA,2386,0,-18.17558299039781,NA
2022-09-03,36,United States of America,USA,2153,0,-9.765297569153397,NA
2022-09-10,37,United States of America,USA,1453,0,-32.51277287505806,NA
2022-09-17,38,United States of America,USA,1445,1,-0.550584996558845,NA
2022-09-24,39,United States of America,USA,1032,0,-28.581314878892737,NA
2022-10-01,40,United States of America,USA,1289,1,24.9031007751938,NA
2022-10-08,41,United States of America,USA,405,0,-68.58029480217223,NA
2022-10-15,42,United States of America,USA,561,3,38.518518518518505,NA
2022-10-22,43,United States of America,USA,360,1,-35.82887700534759,-66.66666666666667
2022-10-29,44,United States of America,USA,374,2,3.8888888888888973,100
2022-11-05,45,United States of America,USA,260,3,-30.481283422459892,50
2022-11-12,46,United States of America,USA,252,1,-3.076923076923077,-66.66666666666667
2022-11-19,47,United States of America,USA,66,2,-73.80952380952381,100
2022-11-26,48,United States of America,USA,431,5,553.030303030303,150
2022-12-03,49,United States of America,USA,81,1,-81.20649651972158,-80
2022-12-10,50,United States of America,USA,0,0,NA,NA
2022-12-17,51,United States of America,USA,41,0,NA,NA
2022-12-24,52,United States of America,USA,49,0,19.512195121951216,NA
2022-12-31,1,United States of America,USA,121,1,146.93877551020407,NA
2023-01-07,2,United States of America,USA,63,0,-47.933884297520656,NA
2023-01-14,3,United States of America,USA,62,2,-1.5873015873015928,NA
2023-01-21,4,United States of America,USA,42,3,-32.25806451612904,50
2023-01-28,5,United States of America,USA,42,2,0,-33.333333333333336
2023-02-04,6,United States of America,USA,41,0,-2.3809523809523836,NA
2023-02-11,7,United States of America,USA,13,4,-68.29268292682926,NA
2023-02-18,8,United States of America,USA,25,2,92.3076923076923,-50
2023-02-25,9,United States of America,USA,16,4,-36,100
2023-03-04,10,United States of America,USA,11,0,-31.25,NA
2023-03-11,11,United States of America,USA,17,0,54.54545454545454,NA
2023-03-18,12,United States of America,USA,7,0,-58.82352941176471,NA
2023-03-25,13,United States of America,USA,23,0,228.57142857142856,NA
2023-04-01,14,United States of America,USA,5,1,-78.26086956521739,NA
2023-04-08,15,United States of America,USA,49,5,880.0000000000001,400
2023-04-15,16,United States of America,USA,12,0,-75.51020408163265,NA
2023-04-22,17,United States of America,USA,2,0,-83.33333333333334,NA
2023-04-29,18,United States of America,USA,0,0,NA,NA
2023-05-06,19,United States of America,USA,34,-2,NA,-100
2023-05-13,20,United States of America,USA,6,0,-82.35294117647058,100
2023-05-20,21,United States of America,USA,31,0,416.6666666666667,NA
2023-05-27,22,United States of America,USA,18,0,-41.93548387096774,NA
2023-06-03,23,United States of America,USA,0,0,NA,NA
2023-06-10,24,United States of America,USA,24,0,NA,NA
2023-06-17,25,United States of America,USA,31,0,29.166666666666675,NA
2023-06-24,26,United States of America,USA,26,1,-16.129032258064512,NA
2023-07-01,27,United States of America,USA,0,0,NA,NA
2023-07-08,28,United States of America,USA,29,0,NA,NA
2023-07-15,29,United States of America,USA,0,0,NA,NA
